dre;codesc;tipoesc;nomesc;ceu;diretoria;subpref;endereco;numero;bairro;cep;tel1;tel2;fax;situacao;coddist;distrito;setor;codinep;cd_cie;eh;fx_etaria;dt_criacao;ato_criacao;dom_criacao;dt_ini_conv;dt_ini_func;dt_autoriza;dt_extintao;nome_ant;rede;latitude;longitude;database
 BT|000191|EMEF        |ALIPIO CORREA NETO, PROF||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Avenida JOAO CAIAFFA|140   |JARDIM TABOAO|5742100|58450121|||ATIVA|94|VILA SONIA|9404|35098462|038488|162100000550000||1988-05-27 00:00:00.000000|    26.003|1988-05-27 00:00:00.000000||1988-10-02 00:00:00.000000|1991-03-16 00:00:00.000000||ALIPIO CORREA NETO, PROF.|DIR|-23.612237|-46.749888|2019-03-01
 BT|000213|EMEI        |ANTONIO CARLOS PACHECO E SILVA, PROF||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Avenida JOÃO CAIAFFA|90    |JARDIM TABOÃO|5742100|58448902|||ATIVA|94|VILA SONIA|9404|35098504|013506|162100000540000||1988-06-07 00:00:00.000000|    26.117|1988-06-07 00:00:00.000000||1988-09-26 00:00:00.000000|2001-03-13 00:00:00.000000||ANTONIO CARLOS PACHECO E SILVA, PROF.|DIR|-23.611929|-46.750176|2019-03-01
 BT|000477|EMEF        |PROFA. EDA TEREZINHA CHICA MEDEIROS||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua ENGENHEIRO HUGO TAKAHASHI|333   |RAPOSO TAVARES|5563120|37820714|||ATIVA|65|RAPOSO TAVARES|6504|35098474|019766|162100000200000||1988-10-26 00:00:00.000000|    27.212|1988-10-26 00:00:00.000000||1989-02-20 00:00:00.000000|1991-03-16 00:00:00.000000||JARDIM EDUCANDARIO|DIR|-23.602076|-46.783825|2019-03-01
 BT|011924|EMEF        |PROFA. MARIA ALICE BORGES GHION||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua CACHOEIRA PORAQUÊ|575   |CONJUNTO PROMORAR RAPOSO TAVARES|5574450|37828909|37829756||ATIVA|65|RAPOSO TAVARES|6501|35076181|044289|162100000300000||1992-02-17 00:00:00.000000|    31.240|1992-02-17 00:00:00.000000||1992-02-20 00:00:00.000000|2001-03-13 00:00:00.000000||MARIA ALICE BORGES GHION, PROFA.|DIR|-23.586959|-46.801039|2019-03-01
 BT|014591|EMEI        |PROF. BENEDICTO CASTRUCCI||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua CACHOEIRA PORAQUE|S/N   |CONJUNTO PROMORAR RAPOSO TAVARES|5574450|37814833|37820084||ATIVA|65|RAPOSO TAVARES|6501|35200074|020806|162100000140000||1994-03-02 00:00:00.000000|    34.005|1994-03-02 00:00:00.000000||1994-04-13 00:00:00.000000|2001-03-13 00:00:00.000000||BENEDICTO CASTRUCCI, PROF.|DIR|-23.586339|-46.800967|2019-03-01
 BT|018236|EMEI        |PROFA. MARIA APARECIDA VITA PIANTE||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua JOAO FRANCISCO DE MELLO|S/N   |VILA NOVA ALBA|5358110|37316049|37354386||ATIVA|67|RIO PEQUENO|6705|35207937|027231|162100000400000||1996-10-29 00:00:00.000000|    36.493|1996-10-29 00:00:00.000000||1997-02-05 00:00:00.000000|2001-03-13 00:00:00.000000||MARIA APARECIDA VITA PIANTE, PROFA.|DIR|-23.572618|-46.749749|2019-03-01
 BT|018244|EMEI        |PROF. CAMILLO ASHCAR||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua JOSE PORFIRIO DE SOUZA|495   |JARDIM RAPOSO TAVARES|5563090|37824835|||ATIVA|65|RAPOSO TAVARES|6504|35207913|004480|162100000170000||1996-10-29 00:00:00.000000|    36.494|1996-10-29 00:00:00.000000||1997-02-05 00:00:00.000000|2005-03-13 00:00:00.000000||CAMILLO ASHCAR, PROF.|DIR|-23.602364|-46.782606|2019-03-01
 BT|018384|EMEI        |CTE. MORENO||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua MARCOLINO VAZ FIGUEIRA|381   |JARDIM DAS ESMERALDAS|5549130|37519755|37824966||ATIVA|65|RAPOSO TAVARES|6506|35207925|033490|162100000290000||1996-12-11 00:00:00.000000|    36.625|1996-12-11 00:00:00.000000||1997-02-24 00:00:00.000000|2001-03-13 00:00:00.000000||MORENO, CTE.|DIR|-23.595787|-46.765135|2019-03-01
 BT|019160|EMEF        |PROFA. ILEUSA CAETANO DA SILVA||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua D|10    |JARDIM EDUCANDARIO|5564100|37829767|||ATIVA|65|RAPOSO TAVARES|6504|35224236|045898|162100000260000||1998-02-16 00:00:00.000000|    37.325|1998-02-16 00:00:00.000000||1998-03-16 00:00:00.000000|2001-03-13 00:00:00.000000||BUTANTA|DIR|-23.59983|-46.776741|2019-03-01
 BT|019242|EMEI        |PROFA. MARIAZINHA REZENDE FUSARI||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua EUDORO LINCOLN BERLINCK|118   |JARDIM ARPOADOR|5565200|37827064|37827248||ATIVA|65|RAPOSO TAVARES|6505|35279894|006238|162100000250000||2002-05-17 00:00:00.000000|41.992|2002-05-16 00:00:00.000000||2002-09-02 00:00:00.000000|2007-05-08 00:00:00.000000||MARIAZINHA REZENDE FUSARI, PROFA|DIR|-23.595364|-46.790479|2019-03-01
 BT|019249|EMEF        |PROFA. DAISY AMADIO FUJIWARA||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua AMARALINA|141   |JARDIM ARPOADOR|5565090|37820687|37820977|37831199|ATIVA|65|RAPOSO TAVARES|6503|35281438|051094|162100000330000||2003-07-01 00:00:00.000000|43.395|2003-06-30 00:00:00.000000||2008-08-13 00:00:00.000000|2008-08-13 00:00:00.000000||DAISY AMADIO FUJIWARA, PROFA.|DIR|-23.595554|-46.787957|2019-03-01
 BT|019262|CEU EMEF    |BUTANTA||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Avenida ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA|1870  |JARDIM ESMERALDA|5588001|37324530|||ATIVA|67|RIO PEQUENO|6704|35056996|053637|162100000790200||2003-02-07 00:00:00.000000|42.832|2003-02-06 00:00:00.000000||2003-08-27 00:00:00.000000|2007-05-08 00:00:00.000000||BUTANTA|DIR|-23.582405|-46.750786|2019-03-01
 BT|019281|CEU EMEI    |BUTANTA||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Avenida ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA|1870  |JARDIM ESMERALDA|5588001|37324520|||ATIVA|67|RIO PEQUENO|6704|35057022|053638|162100000790300||2003-02-07 00:00:00.000000|42.832|2003-02-06 00:00:00.000000||2003-08-27 00:00:00.000000|2007-05-08 00:00:00.000000||BUTANTA|DIR|-23.582405|-46.750786|2019-03-01
 BT|019327|EMEI        |RIO PEQUENO I||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Avenida BENEDITO DE LIMA|407   |VILA ANTONIO|5376020|37662170|||ATIVA|67|RIO PEQUENO|6703|35297586|126826|162100000740000||2006-12-12 00:00:00.000000|47.973|2006-12-11 00:00:00.000000||2008-08-13 00:00:00.000000|2008-08-13 00:00:00.000000||RIO PEQUENO I|DIR|-23.577176|-46.765373|2019-03-01
 BT|019378|CEU EMEI    |UIRAPURU||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua NAZIR MIGUEL|849   |JARDIM PAULO VI|5570030|37830835|37887721|37887722|ATIVA|65|RAPOSO TAVARES|6505|35399516|156637|162100000800300||2008-05-21 00:00:00.000000|49510|2008-05-20 00:00:00.000000||2010-11-19 00:00:00.000000|2009-09-04 00:00:00.000000||UIRAPURU|DIR|-23.600301|-46.78911|2019-03-01
 BT|019416|EMEF        |VILA MUNCK||DIRETORIA REGIONAL DE EDUCACAO BUTANTA|BUTANTA|Rua JOAQUIM GUIMARÃES|47    |BUTANTÃ|5574010|37823682|37823686||ATIVA|65|RAPOSO TAVARES|6501|35428851|166628|162100000750000||2008-11-28 00:00:00.000000|50267|2008-11-27 00:00:00.000000||2011-08-30 00:00:00.000000|2011-08-30 00:00:00.000000||VILA MUNCK|DIR|-23.591632|-46.800487|2019-03-01
